id,username,name,attendance
998047345,melki,N/A,2024-10-01 09:20:55,Відсутній,Світло
407976503,hrabovskyy,N/A,2024-10-01 09:20:55,Не відповів,
998047345,melki,N/A,2024-10-02 14:44:53,Відсутній,Шуша
407976503,hrabovskyy,N/A,2024-10-02 14:44:53,Не відповів,
